,Given Stock,Symbol,ISIN,Status,Date of Listing,Basic Industry,Sectoral Index,Macro-Economic Sector,Sector,Industry
1246,MOTOGENFIN,MOTOGENFIN,INE861B01023,Listed,08-Feb-1995,Diversified Commercial Services,NIFTY 500                                         ,Services,Services,Commercial Services & Supplies
1247,MOVALUE,MOVALUE,INF247L01BE5,Listed,26-Aug-2022,NA,NA,,,
1248,MPHASIS,MPHASIS,INE356A01018,Listed,04-Jun-2004,Computers - Software & Consulting,NIFTY IT                                          ,Information Technology,Information Technology,IT - Software
1249,MPSLTD,MPSLTD,INE943D01017,Listed,21-Jan-2002,E-Learning,NIFTY MEDIA                                       ,Consumer Discretionary,Consumer Services,Other Consumer Services
1250,MRF,MRF,INE883A01011,Listed,18-Sep-1996,Tyres & Rubber Products,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1251,MRO-TEK,MRO-TEK,INE398B01018,Listed,01-Nov-2000,Computers Hardware & Equipments,NIFTY 500                                         ,Information Technology,Information Technology,IT - Hardware
1252,MRPL,MRPL,INE103A01014,Listed,07-Jan-2005,Refineries & Marketing,NIFTY 500                                         ,Energy,Oil Gas & Consumable Fuels,Petroleum Products
1253,MSPL,MSPL,INE752G01015,Listed,18-Jul-2005,Iron & Steel Products,NIFTY METAL                                       ,Industrials,Capital Goods,Industrial Products
1254,MSTCLTD,MSTCLTD,INE255X01014,Listed,29-Mar-2019,Trading & Distributors,NA,Services,Services,Commercial Services & Supplies
1255,MSUMI,MSUMI,INE0FS801015,Listed,28-Mar-2022,Auto Components & Equipments,NA,Consumer Discretionary,Automobile and Auto Components,Auto Components
1256,MTARTECH,MTARTECH,INE864I01014,Listed,15-Mar-2021,Aerospace & Defense,NA,Industrials,Capital Goods,Aerospace & Defense
1257,MTEDUCARE,MTEDUCARE,INE472M01018,Listed,12-Apr-2012,Education,NIFTY SERVICES SECTOR                             ,Consumer Discretionary,Consumer Services,Other Consumer Services
1258,MTNL,MTNL,INE153A01019,Listed,17-Feb-1999,Telecom - Cellular & Fixed line services,NIFTY 500                                         ,Telecommunication,Telecommunication,Telecom - Services
1259,MUKANDLTD,MUKANDLTD,INE304A01026,Listed,23-Feb-2004,Iron & Steel,NIFTY METAL                                       ,Commodities,Metals & Mining,Ferrous Metals
1260,MUKTAARTS,MUKTAARTS,INE374B01019,Listed,12-Sep-2000,Education,NIFTY MEDIA                                       ,Consumer Discretionary,Consumer Services,Other Consumer Services
1261,MUNJALAU,MUNJALAU,INE672B01032,Listed,19-Jul-2006,Auto Components & Equipments,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1262,MUNJALSHOW,MUNJALSHOW,INE577A01027,Listed,12-May-2003,Auto Components & Equipments,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1263,MURUDCERA,MURUDCERA,INE692B01014,Listed,28-May-2004,Furniture Home Furnishing Flooring,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
1264,MUTHOOTCAP,MUTHOOTCAP,INE296G01013,Listed,24-Aug-2015,Non Banking Financial Company (NBFC),NIFTY SERVICES SECTOR                             ,Financial Services,Financial Services,Finance
1265,MUTHOOTFIN,MUTHOOTFIN,INE414G01012,Listed,06-May-2011,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1266,MWL,MWL,INE0JYY01011,Listed,11-Jul-2022,Iron & Steel Products,NA,Industrials,Capital Goods,Industrial Products
1267,NACLIND,NACLIND,INE295D01020,Listed,07-Apr-2017,Pesticides & Agrochemicals,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
1268,NAGAFERT,NAGAFERT,INE454M01024,Listed,15-Jun-2016,Fertilizers,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
1269,NAGREEKCAP,NAGREEKCAP,INE245I01016,Listed,18-Sep-2007,Investment Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1270,NAGREEKEXP,NAGREEKEXP,INE123B01028,Listed,18-Jun-2007,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1271,NAHARCAP,NAHARCAP,INE049I01012,Listed,11-Mar-2008,Investment Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1272,NAHARINDUS,NAHARINDUS,INE289A01011,Listed,15-Dec-2005,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1273,NAHARPOLY,NAHARPOLY,INE308A01027,Listed,23-Mar-2007,Packaging,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
1274,NAHARSPING,NAHARSPING,INE290A01027,Listed,23-Mar-2007,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1275,NAM-INDIA,NAM-INDIA,INE298J01013,Listed,06-Nov-2017,Asset Management Company,NA,Financial Services,Financial Services,Capital Markets
1276,NATCOPHARM,NATCOPHARM,INE987B01026,Listed,27-Dec-1995,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1277,NATHBIOGEN,NATHBIOGEN,INE448G01010,Listed,28-Jan-2014,Other Agricultural Products,NIFTY 500                                         ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
1278,NATIONALUM,NATIONALUM,INE139A01034,Listed,28-Apr-1999,Aluminium,NIFTY 500                                         ,Commodities,Metals & Mining,Non - Ferrous Metals
1279,NAUKRI,NAUKRI,INE663F01024,Listed,21-Nov-2006,Internet & Catalogue Retail,NIFTY IT                                          ,Consumer Discretionary,Consumer Services,Retailing
1280,NAVA,NAVA,INE725A01022,Listed,03-Apr-1996,Electric Utilities,NA,Utilities,Power,Power
1281,NAVIFIN,NAVIFIN,INE342T07189,Listed,10-Jun-2022,NA,NA,,,
1282,NAVINFLUOR,NAVINFLUOR,INE048G01026,Listed,01-Jun-2007,Commodity Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
1283,NAVKARCORP,NAVKARCORP,INE278M01019,Listed,09-Sep-2015,Logistics Solution Provider,NIFTY 500                                         ,Services,Services,Transport Services
1284,NAVNETEDUL,NAVNETEDUL,INE060A01024,Listed,08-Feb-1995,Printing & Publication,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication
1285,NAZARA,NAZARA,INE418L01021,Listed,30-Mar-2021,Digital Entertainment,NA,Consumer Discretionary,Media Entertainment & Publication,Entertainment
1286,NBCC,NBCC,INE095N01031,Listed,12-Apr-2012,Engineering Designing & Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
1287,NBIFIN,NBIFIN,INE365I01020,Listed,23-Nov-2016,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1288,NCC,NCC,INE868B01028,Listed,14-Oct-2003,Civil Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
1289,NCLIND,NCLIND,INE732C01016,Listed,03-Apr-2007,Cement & Cement Products,NIFTY COMMODITIES                                 ,Commodities,Construction Materials,Cement & Cement Products
1290,NDGL,NDGL,INE756C01015,Listed,29-Aug-2016,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1291,NDL,NDL,INE875G01030,Listed,23-Mar-2012,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1292,NDRAUTO,NDRAUTO,INE07OG01012,Listed,30-Jul-2020,Auto Components & Equipments,NA,Consumer Discretionary,Automobile and Auto Components,Auto Components
1293,NDTV,NDTV,INE155G01029,Listed,19-May-2004,TV Broadcasting & Software Production,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
1294,NECCLTD,NECCLTD,INE553C01016,Listed,02-Mar-2016,Logistics Solution Provider,NIFTY INFRASTRUCTURE                              ,Services,Services,Transport Services
1295,NECLIFE,NECLIFE,INE023H01027,Listed,18-Jul-2005,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1296,NELCAST,NELCAST,INE189I01024,Listed,27-Jun-2007,Castings & Forgings,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
1297,NELCO,NELCO,INE045B01015,Listed,28-May-2003,Computers Hardware & Equipments,NIFTY 500                                         ,Information Technology,Information Technology,IT - Hardware
1298,NEOGEN,NEOGEN,INE136S01016,Listed,08-May-2019,Specialty Chemicals,NA,Commodities,Chemicals,Chemicals & Petrochemicals
1299,NESCO,NESCO,INE317F01035,Listed,08-Apr-2008,Diversified Commercial Services,NIFTY INFRASTRUCTURE                              ,Services,Services,Commercial Services & Supplies
1300,NESTLEIND,NESTLEIND,INE239A01016,Permitted to trade,08-Jan-2010,Packaged Foods,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
1301,NETF,NETF,INF277K015R5,Listed,04-Jan-2019,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
1302,NETWORK18,NETWORK18,INE870H01013,Listed,02-Feb-2007,Media & Entertainment,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
1303,NEULANDLAB,NEULANDLAB,INE794A01010,Listed,13-Oct-2008,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1304,NEWGEN,NEWGEN,INE619B01017,Listed,29-Jan-2018,IT Enabled Services,NIFTY IT                                          ,Information Technology,Information Technology,IT - Services
1305,NEXTMEDIA,NEXTMEDIA,INE747B01016,Listed,04-Apr-2001,Advertising & Media Agencies,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Media
1306,NFL,NFL,INE870D01012,Listed,28-Dec-2006,Fertilizers,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
1307,NGIL,NGIL,INE236Y01012,Listed,20-Aug-2021,Packaged Foods,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
1308,NGLFINE,NGLFINE,INE887E01022,Listed,08-Jul-2022,Pharmaceuticals,NA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1309,NH,NH,INE410P01011,Listed,06-Jan-2016,Hospital,NIFTY PHARMA                                      ,Healthcare,Healthcare,Healthcare Services
1310,NHAI,NHAI,INE906B07CB9,Listed,08-Feb-2012,NA,NA,,,
1311,NHBTF2014,NHBTF2014,INE557F07082,Listed,16-Jan-2014,NA,NA,,,
1312,NHBTF2023,NHBTF2023,INE557F07041,Listed,02-Apr-2013,NA,NA,,,
1313,NHPC,NHPC,INE848E01016,Listed,01-Sep-2009,Electric Utilities,NIFTY INFRASTRUCTURE                              ,Utilities,Power,Power
1314,NIACL,NIACL,INE470Y01017,Listed,13-Nov-2017,General Insurance,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Insurance
1315,NIBL,NIBL,INE047O01014,Listed,09-Apr-2013,Bearings,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
1316,NIDAN,NIDAN,INE0J6L01013,Listed,12-Nov-2021,Healthcare Service Provider,NA,Healthcare,Healthcare,Healthcare Services
1317,NIF100BEES,NIF100BEES,INF204K014N5,Listed,28-Mar-2013,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
1318,NIFTYBEES,NIFTYBEES,INF204KB14I2,Listed,08-Jan-2002,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
1319,NIFTYQLITY,NIFTYQLITY,INF209KB15K4,Listed,19-Aug-2022,NA,NA,,,
1320,NIITLTD,NIITLTD,INE161A01038,Listed,16-Aug-2004,Education,NIFTY IT                                          ,Consumer Discretionary,Consumer Services,Other Consumer Services
1321,NILAINFRA,NILAINFRA,INE937C01029,Listed,21-May-2015,Residential Commercial Projects,NIFTY INFRASTRUCTURE                              ,Consumer Discretionary,Realty,Realty
1322,NILASPACES,NILASPACES,INE00S901012,Listed,28-Dec-2018,Residential Commercial Projects,NIFTY INFRASTRUCTURE,Consumer Discretionary,Realty,Realty
1323,NILKAMAL,NILKAMAL,INE310A01015,Listed,01-Nov-1995,Plastic Products - Consumer,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
1324,NIPPOBATRY,NIPPOBATRY,INE567A01028,Listed,06-Oct-1999,Batteries,NIFTY 500                                         ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products
1325,NIRAJ,NIRAJ,INE368I01016,Listed,01-Oct-2020,Civil Construction,NA,Industrials,Construction,Construction
1326,NITCO,NITCO,INE858F01012,Listed,21-Mar-2006,Furniture Home Furnishing Flooring,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
1327,NITINSPIN,NITINSPIN,INE229H01012,Listed,02-Feb-2006,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1328,NITIRAJ,NITIRAJ,INE439T01012,Listed,22-Apr-2021,Consumer Electronics,NA,Consumer Discretionary,Consumer Durables,Consumer Durables
1329,NKIND,NKIND,INE542C01019,Listed,27-Dec-2000,Edible Oil,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
1330,NLCINDIA,NLCINDIA,INE589A01014,Listed,23-Aug-2000,Electric Utilities,NIFTY INFRASTRUCTURE                              ,Utilities,Power,Power
1331,NMDC,NMDC,INE584A01023,Listed,03-Mar-2008,Industrial Minerals,NIFTY METAL                                       ,Commodities,Metals & Mining,Minerals & Mining
1332,NOCIL,NOCIL,INE163A01018,Listed,17-Jan-1996,Specialty Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
1333,NOIDATOLL,NOIDATOLL,INE781B01015,Listed,06-Dec-2002,Toll Bridge Operator,NIFTY INFRASTRUCTURE                              ,Services,Services,Transport Infrastructure
1334,NORBTEAEXP,NORBTEAEXP,INE369C01017,Listed,26-Jun-1996,Tea & Coffee,NIFTY FMCG                                        ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
1335,NOVARTIND,NOVARTIND,INE234A01025,Permitted to trade,08-Nov-2000,Pharmaceuticals,NA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1336,NPBET,NPBET,INF277K010X4,Listed,09-Sep-2019,NA,NA,,,
1337,NRAIL,NRAIL,INE740D01017,Listed,05-Apr-2017,Paper & Paper Products,NIFTY 500                                         ,Commodities,Forest Materials,Paper Forest & Jute Products
1338,NRBBEARING,NRBBEARING,INE349A01021,Listed,08-Mar-2000,Bearings,NIFTY INFRASTRUCTURE                              ,Industrials,Capital Goods,Industrial Products
1339,NRL,NRL,INE0JM501013,Listed,23-Dec-2021,Trading - Metals,NA,Commodities,Metals & Mining,Metals & Minerals Trading
1340,NSIL,NSIL,INE023A01030,Listed,17-Nov-2003,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1341,NTPC,NTPC,INE733E01010,Listed,05-Nov-2004,Electric Utilities,NIFTY INFRASTRUCTURE                              ,Utilities,Power,Power
1342,NUCLEUS,NUCLEUS,INE096B01018,Listed,19-Dec-2002,Software Products,NIFTY IT                                          ,Information Technology,Information Technology,IT - Software
1343,NURECA,NURECA,INE0DSF01015,Listed,25-Feb-2021,Medical Equipment & Supplies,NA,Healthcare,Healthcare,Healthcare Equipment & Supplies
1344,NUVOCO,NUVOCO,INE118D01016,Listed,23-Aug-2021,Cement & Cement Products,NA,Commodities,Construction Materials,Cement & Cement Products
1345,NV20BEES,NV20BEES,INF204KB18I3,Listed,23-Jun-2015,Mutual Fund Scheme,NA,Financial Services,Financial Services,Capital Markets
1346,NXTDIGITAL,NXTDIGITAL,INE353A01023,Listed,24-Apr-2007,TV Broadcasting & Software Production,NA,Consumer Discretionary,Media Entertainment & Publication,Entertainment
1347,NYKAA,NYKAA,INE388Y01029,Listed,10-Nov-2021,E-Retail/ E-Commerce,NA,Consumer Discretionary,Consumer Services,Retailing
1348,OAL,OAL,INE959C01023,Listed,11-Jul-2019,Specialty Chemicals,NA,Commodities,Chemicals,Chemicals & Petrochemicals
1349,OBCL,OBCL,INE426Z01016,Listed,07-Apr-2022,Logistics Solution Provider,NA,Services,Services,Transport Services
1350,OBEROIRLTY,OBEROIRLTY,INE093I01010,Listed,20-Oct-2010,Residential Commercial Projects,NIFTY REALTY                                      ,Consumer Discretionary,Realty,Realty
1351,OCCL,OCCL,INE321D01016,Listed,27-Jan-2016,Commodity Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
1352,OFSS,OFSS,INE881D01027,Listed,28-Jun-2002,Software Products,NIFTY IT                                          ,Information Technology,Information Technology,IT - Software
1353,OIL,OIL,INE274J01014,Listed,30-Sep-2009,Oil Exploration & Production,NIFTY 500                                         ,Energy,Oil Gas & Consumable Fuels,Oil
1354,OILCOUNTUB,OILCOUNTUB,INE591A01010,Listed,24-May-2000,Oil Equipment & Services,NIFTY METAL                                       ,Energy,Oil Gas & Consumable Fuels,Oil
1355,OLECTRA,OLECTRA,INE260D01016,Listed,20-Mar-2002,Passenger Cars & Utility Vehicles,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Automobiles
